date,province_code,province,confirmed,suspected,cured,dead
20200212,460000,海南省,157,0,27,4
20200212,500000,重庆市,518,0,102,3
20200212,510000,四川省,451,0,93,1
20200212,520000,贵州省,135,0,20,1
20200212,530000,云南省,155,0,23,0
20200212,540000,西藏自治区,1,0,1,0
20200212,610000,陕西省,225,0,36,0
20200212,620000,甘肃省,87,0,31,2
20200212,630000,青海省,18,0,9,0
20200212,640000,宁夏回族自治区,64,0,24,0
20200212,650000,新疆维吾尔自治区,63,0,3,1
20200213,110000,北京市,372,0,79,3
20200213,120000,天津市,119,0,21,3
20200213,130000,河北省,283,0,69,3
20200213,140000,山西省,126,0,36,0
20200213,150000,内蒙古自治区,65,0,6,0
20200213,210000,辽宁省,116,0,22,1
20200213,220000,吉林省,86,0,25,1
20200213,230000,黑龙江省,418,0,37,11
20200213,310000,上海市,318,0,62,1
20200213,320000,江苏省,593,0,137,0
20200213,330000,浙江省,1155,0,367,0
20200213,340000,安徽省,934,0,166,6
20200213,350000,福建省,281,0,59,0
20200213,360000,江西省,900,0,187,1
20200213,370000,山东省,519,0,111,2
20200213,410000,河南省,1184,0,313,11
20200213,420000,湖北省,51986,0,3862,1318
20200213,430000,湖南省,988,0,352,2
20200213,440000,广东省,1261,0,332,2
20200213,450000,广西壮族自治区,226,0,35,2
20200213,460000,海南省,157,0,30,4
20200213,500000,重庆市,529,0,128,4
20200213,510000,四川省,463,0,105,1
20200213,520000,贵州省,140,0,28,1
20200213,530000,云南省,162,0,27,0
20200213,540000,西藏自治区,1,0,1,0
20200213,610000,陕西省,229,0,44,0
20200213,620000,甘肃省,90,0,39,2
20200213,630000,青海省,18,0,11,0
20200213,640000,宁夏回族自治区,67,0,24,0
20200213,650000,新疆维吾尔自治区,65,0,6,1
20200214,110000,北京市,375,0,97,4
20200214,120000,天津市,120,0,32,3
20200214,130000,河北省,291,0,86,3
20200214,140000,山西省,127,0,38,0
20200214,150000,内蒙古自治区,68,0,6,0
20200214,210000,辽宁省,119,0,29,1
20200214,220000,吉林省,88,0,25,1
20200214,230000,黑龙江省,425,0,48,11
20200214,310000,上海市,326,0,90,1
20200214,320000,江苏省,604,0,160,0
20200214,330000,浙江省,1162,0,409,0
20200214,340000,安徽省,950,0,198,6
20200214,350000,福建省,285,0,66,0
20200214,360000,江西省,913,0,210,1
20200214,370000,山东省,530,0,139,2
20200214,410000,河南省,1212,0,356,13
20200214,420000,湖北省,54406,0,4774,1457
20200214,430000,湖南省,1001,0,389,2
20200214,440000,广东省,1294,0,386,2
20200214,450000,广西壮族自治区,235,0,40,2
20200214,460000,海南省,162,0,38,4
20200214,500000,重庆市,537,0,152,5
20200214,510000,四川省,470,0,115,1
20200214,520000,贵州省,143,0,33,1
20200214,530000,云南省,168,0,35,0
20200214,540000,西藏自治区,1,0,1,0
20200214,610000,陕西省,230,0,49,0
20200214,620000,甘肃省,90,0,44,2
20200214,630000,青海省,18,0,11,0
20200214,640000,宁夏回族自治区,70,0,27,0
20200214,650000,新疆维吾尔自治区,70,0,6,1
20200215,110000,北京市,375,0,97,4
20200215,120000,天津市,122,0,37,3
20200215,130000,河北省,300,0,100,3
20200215,140000,山西省,128,0,46,0
20200215,150000,内蒙古自治区,68,0,7,0
20200215,210000,辽宁省,119,0,29,1
20200215,220000,吉林省,89,0,28,1
20200215,230000,黑龙江省,445,0,70,11
20200215,310000,上海市,328,0,124,1
20200215,320000,江苏省,604,0,186,0
20200215,330000,浙江省,1162,0,427,0
20200215,340000,安徽省,950,0,221,6
20200215,350000,福建省,287,0,77,0
20200215,360000,江西省,913,0,210,1
20200215,370000,山东省,537,0,164,2
20200215,410000,河南省,1231,0,397,13
20200215,420000,湖北省,56249,0,5623,1596
20200215,430000,湖南省,1004,0,430,3
20200215,440000,广东省,1294,0,417,2
20200215,450000,广西壮族自治区,237,0,46,2
20200215,460000,海南省,162,0,39,4
20200215,500000,重庆市,544,0,184,5
20200215,510000,四川省,481,0,127,3
20200215,520000,贵州省,144,0,37,1
20200215,530000,云南省,168,0,40,0
20200215,540000,西藏自治区,1,0,1,0
20200215,610000,陕西省,232,0,53,0
20200215,620000,甘肃省,90,0,49,2
20200215,630000,青海省,18,0,13,0
20200215,640000,宁夏回族自治区,70,0,33,0
20200215,650000,新疆维吾尔自治区,70,0,11,1
20200216,110000,北京市,380
20200216,120000,天津市,124
20200216,130000,河北省,300
20200216,140000,山西省,128
20200216,150000,内蒙古自治区,70
20200216,210000,辽宁省,121
20200216,220000,吉林省,89
20200216,230000,黑龙江省,445
20200216,310000,上海市,328
20200216,320000,江苏省,617
20200216,330000,浙江省,1167
20200216,340000,安徽省,962
20200216,350000,福建省,287
20200216,360000,江西省,925
20200216,370000,山东省,537
20200216,410000,河南省,1231
20200216,420000,湖北省,56249
20200216,430000,湖南省,1004
20200216,440000,广东省,1316
20200216,450000,广西壮族自治区,237
20200216,460000,海南省,162
20200216,500000,重庆市,547
20200216,510000,四川省,481
20200216,520000,贵州省,144
20200216,530000,云南省,171
20200216,540000,西藏自治区,1
20200216,610000,陕西省,236
20200216,620000,甘肃省,90
20200216,630000,青海省,18
20200216,640000,宁夏回族自治区,70
20200216,650000,新疆维吾尔自治区,71
20200217,110000,北京市,381
20200217,120000,天津市,125
20200217,130000,河北省,301
20200217,140000,山西省,129
20200217,150000,内蒙古自治区,72
20200217,210000,辽宁省,121
20200217,220000,吉林省,89
20200217,230000,黑龙江省,457
20200217,310000,上海市,332
20200217,320000,江苏省,626
20200217,330000,浙江省,1171
20200217,340000,安徽省,973
20200217,350000,福建省,290
20200217,360000,江西省,930
20200217,370000,山东省,541
20200217,410000,河南省,1246
20200217,420000,湖北省,58182
20200217,430000,湖南省,1006
20200217,440000,广东省,1322
20200217,450000,广西壮族自治区,238
20200217,460000,海南省,163
20200217,500000,重庆市,552
20200217,510000,四川省,495
20200217,520000,贵州省,146
20200217,530000,云南省,171
20200217,540000,西藏自治区,1
20200217,610000,陕西省,240
20200217,620000,甘肃省,91
20200217,630000,青海省,18
20200217,640000,宁夏回族自治区,70
20200217,650000,新疆维吾尔自治区,75
20200218,110000,北京市,387
20200218,120000,天津市,127
20200218,130000,河北省,302
20200218,140000,山西省,130
20200218,150000,内蒙古自治区,73
20200218,210000,辽宁省,121
20200218,220000,吉林省,89
20200218,230000,黑龙江省,464
20200218,310000,上海市,333
20200218,320000,江苏省,629
20200218,330000,浙江省,1172
20200218,340000,安徽省,982
20200218,350000,福建省,292
20200218,360000,江西省,933
20200218,370000,山东省,543
20200218,410000,河南省,1257
20200218,420000,湖北省,59989
20200218,430000,湖南省,1007
20200218,440000,广东省,1328
20200218,450000,广西壮族自治区,242
20200218,460000,海南省,163
20200218,500000,重庆市,553
20200218,510000,四川省,508
20200218,520000,贵州省,146
20200218,530000,云南省,172
20200218,540000,西藏自治区,1
20200218,610000,陕西省,240
20200218,620000,甘肃省,91
20200218,630000,青海省,18
20200218,640000,宁夏回族自治区,70
20200218,650000,新疆维吾尔自治区,76
